Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f2.6d.7s2"	"4K"	"11/2"	""	"0"	""	
"Pa II (5f2.7s2 3H<4>)"	"Limit"	"---"	"["	"47500"	"]"	
