Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"6p5"	"2P*"	"3/2"	""	"0.0"	""	
"6p5"	"2P*"	"1/2"	""	"30895.1"	""	
"Rn III (6p4 3P<2>)"	"Limit"	"---"	"("	"153160"	")"	
