Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"559204200"	")"	
"2p"	"2P*"	"3/2"	"("	"577254440"	")"	
"2s"	"2S"	"1/2"	"("	"559466500"	")"	
"3p"	"2P*"	"1/2"	"("	"668472000"	")"	
"3p"	"2P*"	"3/2"	"("	"673853000"	")"	
"3s"	"2S"	"1/2"	"("	"668556000"	")"	
"3d"	"2D"	"3/2"	"("	"673844300"	")"	
"3d"	"2D"	"5/2"	"("	"675338400"	")"	
""	"Limit"	"---"	"("	"752149200"	")"	
