Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p6"	"1S"	"0"	""	"0"	""	
"Sn XXXIV (3p5 2P*<3/2>)"	"Limit"	"---"	"["	"16725000"	"]"	
