Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d6"	"5D"	"4"	""	"0"	""	
"Cs XXXIII (3d5 6S<5/2>)"	"Limit"	"---"	"("	"15615000"	")"	
