Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f2.6p6"	"3H"	"4"	""	"0"	""	
"Pa V (5f.6p6 2F*<5/2>)"	"Limit"	"---"	"["	"249000"	"]"	
