Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f8.5p6"	"7F"	"6"	""	"0"	""	
"Dy VI (4f8.5s2.5p5*)"	"Limit"	"---"	"["	"500700"	"]"	
