Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2s2.2p2"	"3P"	"0"	""	"0"	""	
"2s2.2p2"	"3P"	"1"	""	"186890"	"+x"	
"2s2.2p2"	"3P"	"2"	""	"251620"	"+x"	
"2s.2p3"	"3D*"	"1"	""	"1098140"	""	
"2s.2p3"	"3P*"	"2"	""	"1401750"	"+x"	
"2s.2p3"	"3S*"	"1"	""	"1527370"	"+x"	
"Ga XXVII (2p 2P*<1/2>)"	"Limit"	"---"	"["	"20518000"	"]"	
