Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"288867650"	")"	
"2p"	"2P*"	"3/2"	"("	"293533502"	")"	
"2s"	"2S"	"1/2"	"("	"288942030"	")"	
"3p"	"2P*"	"1/2"	"("	"343841000"	")"	
"3p"	"2P*"	"3/2"	"("	"345228300"	")"	
"3s"	"2S"	"1/2"	"("	"343864300"	")"	
"3d"	"2D"	"3/2"	"("	"345225880"	")"	
"3d"	"2D"	"5/2"	"("	"345648090"	")"	
""	"Limit"	"---"	"("	"386871020"	")"	
