Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p5"	"2P*"	"3/2"	""	"0"	""	
"Am XXX (4f14.5p4 3P<2>)"	"Limit"	"---"	"("	"7278000"	")"	
