Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5s2.5p4"	"3P"	"2"	""	"0"	""	
"La VII (5s2.5p3 4S*<3/2>)"	"Limit"	"---"	"("	"597000"	")"	
