Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3s"	"2S"	"1/2"	""	"0"	""	
"Fr LXXVIII (2p6 1S<0>)"	"Limit"	"---"	"("	"85374000"	")"	
