Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f5.5s2.5p6"	"6H*"	"5/2"	""	"0"	""	
"Pm IV (4f4.5s2.5p6 5I<4>)"	"Limit"	"---"	"["	"181000"	"]"	
