Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5s2.5p3"	"4S*"	"3/2"	""	"0"	""	
"Ce IX (5s2.5p2 3P<0>)"	"Limit"	"---"	"("	"855000"	")"	
