Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d3"	"4F"	"3/2"	""	"0"	""	
"Bk LXXVIII (3d2 3F<2>)"	"Limit"	"---"	"("	"81236000"	")"	
