Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4p6"	"1S"	"0"	""	"0"	""	
"Ag XIII (4p5 2P*<3/2>)"	"Limit"	"---"	"["	"2189500"	"]"	
