Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f5.5s2.5p3"	""	""	""	"0"	""	
"Eu IX (4f5.5s2.5p2*)"	"Limit"	"---"	"("	"970000"	")"	
