Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4d10.4f2"	"3H"	"4"	""	"0"	""	
"4d10.4f.5s"	"3F*"	"2"	"("	"1030000"	")"	
"W XXVIII (4f 2F*<5/2>)"	"Limit"	"---"	"["	"6722000"	"]"	
"W XXVIII (4f 2F*<7/2>)"	"Limit"	"---"	"["	"6755000"	"]"	
