Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f3.6d.7s2"	"5L*"	"6"	""	"0"	""	
"U II (5f3.7s2 4I*<9/2>)"	"Limit"	"---"	""	"49958.4"	""	
