Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f6.5s2.5p3"	"*"	""	""	"0"	""	
"Gd IX (4f6.5s2.5p2)"	"Limit"	"---"	"("	"990000"	")"	
