Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p2"	"3P"	"0"	""	"0"	""	
"Pb XX (4f14.5p 2P*<1/2>)"	"Limit"	"---"	"("	"3852000"	")"	
