Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5s2.4f2"	""	""	""	"0"	""	
"Eu XV (4f2.(3H).5s 4H<7/2>)"	"Limit"	"---"	"("	"2120000"	")"	
