Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s2"	"1S"	"0"	""	"0"	""	
"1s.2s"	"3S"	"1"	"("	"898144000"	")"	
"1s.2p"	"3P*"	"1"	"("	"899275000"	")"	
"1s.2p"	"3P*"	"0"	"("	"900464000"	")"	
"1s.2p"	"3P*"	"2"	"("	"947498000"	")"	
"1s.2s"	"1S"	"0"	"("	"900602700"	")"	
"1s.2p"	"1P*"	"1"	"("	"948157000"	")"	
"1s.3p"	"3P*"	"2"	"("	"1094629000"	")"	
"Cf XCVIII (1s 2S<1/2>)"	"Limit"	"---"	"("	"1214611000"	")"	
