Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f2.(3H).5s"	"4H"	"7/2"	""	"0"	""	
"Eu XVI (4f2 3H<4>)"	"Limit"	"---"	"("	"2270000"	")"	
