Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f7.5s2.5p6"	"8S*"	"7/2"	""	"0"	""	
"Tb VI (4f7.5s2.5p5)"	"Limit"	"---"	"["	"536000"	"]"	
