Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p"	"2P*"	"1/2"	""	"0"	""	
"Th XXIX (4f14 1S<0>)"	"Limit"	"---"	"("	"7000000"	")"	
