Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f12.5s2"	"3H"	"6"	""	"0"	""	
"Ta XV (4f11.5s2 4I*<15/2>)"	"Limit"	"---"	"("	"2450000"	")"	
