Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f2.5s2.5p6"	"3H"	"4"	""	"0"	""	
"Nd VI (4f2.5s2.5p5*)"	"Limit"	"---"	"["	"483900"	"]"	
