Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f7"	"8S*"	"7/2"	""	"0"	""	
"Fr XXXVI (4f6 7F<0>)"	"Limit"	"---"	"("	"11160000"	")"	
