Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3s"	"2S"	"1/2"	""	"0"	""	
"Rh XXXVI (2p6 1S<0>)"	"Limit"	"---"	"["	"17173350"	"]"	
