Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"7s"	"2S"	"1/2"	""	"0.00"	""	
"6d"	"2D"	"3/2"	""	"800.97"	""	
"6d"	"2D"	"5/2"	""	"4203.89"	""	
"5f"	"2F*"	"5/2"	""	"23454.45"	""	
"5f"	"2F*"	"7/2"	""	"26080.22"	""	
"7p"	"2P*"	"1/2"	""	"29465.88"	""	
"7p"	"2P*"	"3/2"	""	"38063.01"	""	
"Ac IV (6p6 1S<0>)"	"Limit"	"---"	"["	"140630"	"]"	
