Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f11.7s2"	"4I*"	"15/2"	""	"0"	""	
"Es II (5f11.7s 5I*<8>)"	"Limit"	"---"	""	"51364.58"	""	
