Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f8.5s2.5p4"	""	""	""	"0"	""	
"Dy VIII (4f9.5s2.5p2*)"	"Limit"	"---"	"("	"890000"	")"	
