Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f3.5s2.5p3"	""	""	""	"0"	""	
"Pm IX (4f3.5s2.5p2*)"	"Limit"	"---"	"("	"939000"	")"	
