Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"170811494"	")"	
"2p"	"2P*"	"3/2"	"("	"172420786"	")"	
"2s"	"2S"	"1/2"	"("	"170841570"	")"	
"3p"	"2P*"	"1/2"	"("	"202959030"	")"	
"3p"	"2P*"	"3/2"	"("	"203436730"	")"	
"3s"	"2S"	"1/2"	"("	"202968100"	")"	
"3d"	"2D"	"3/2"	"("	"203435852"	")"	
"3d"	"2D"	"5/2"	"("	"203586924"	")"	
""	"Limit"	"---"	"("	"228351930"	")"	
