Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p"	"2P*"	"1/2"	""	"0"	""	
"Ac LXXVIII (3s2 1S<0>)"	"Limit"	"---"	"("	"86019000"	")"	
