Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d4"	"5D"	"0"	""	"0"	""	
"Ce XXXVIII (3d3 4F<3/2>)"	"Limit"	"---"	"("	"20164000"	")"	
