Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"6p5"	"2P*"	"3/2"	""	"0.0"	""	
"6p4.(3P).7s"	"4P"	"5/2"	""	"44549.3"	""	
"6p4.(3P).7s"	"4P"	"3/2"	""	"46233.6"	""	
"At II (6p4 3P<2>)"	"Limit"	"---"	""	"75150.8"	""	
