Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p3"	"4S*"	"3/2"	""	"0"	""	
"Ru XXXI (3p2 3P<0>)"	"Limit"	"---"	"["	"13384000"	"]"	
