Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2s2"	"1S"	"0"	""	"0"	""	
"Rn LXXXIV (2s 2S<1/2>)"	"Limit"	"---"	"("	"221690000"	")"	
