Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f9.5p6"	"6H*"	"15/2"	""	"0"	""	
"Ho VI (4f9.5p5)"	"Limit"	"---"	"["	"515600"	"]"	
