Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2p5"	"2P*"	"3/2"	""	"0"	""	
"Pa LXXXIV (2p4 3P<2>)"	"Limit"	"---"	"("	"202252000"	")"	
