Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s2.2s2"	"1S"	"0"	""	"0"	""	
"1s2.2s.2p"	"(1/2,3/2)*"	"1"	""	"14045000"	""	
"W LXXII (2s 2S<1/2>)"	"Limit"	"---"	"["	"156169000"	"]"	
