Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f4.5s2.5p6"	"5I"	"4"	""	"0"	""	
"Sm VI (4f3.5s2.5p6 4I*<9/2>)"	"Limit"	"---"	"["	"505400"	"]"	
