Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f13.5p"	""	""	""	"0"	""	
"Ta XIII (4f13.5s2 2F*<7/2>)"	"Limit"	"---"	"("	"1896000"	")"	
