Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f10.5p6"	"5I"	"8"	""	"0"	""	
"Dy IV (4f9.5p6 6H*<15/2>)"	"Limit"	"---"	"["	"184620"	"]"	
