Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3s2.3p4"	"3P"	"2"	""	"0"	""	
"3s2.3p4"	"1D"	"2"	""	"84600."	"+r"	
"3s2.3p3.(4S*).3d"	"5D*"	"4"	""	"3600000."	""	
"As XIX (3p3 4S*<3/2>)"	"Limit"	"---"	"["	"5427300"	"]"	
"3s2.3p3.(4S*).4f"	"5F"	"5"	""	"6119000."	""	
