Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f4.6d.7s"	"7L"	"5"	""	"0"	""	
"Np III (5f5 6H*<5/2>)"	"Limit"	"---"	"["	"93000"	"]"	
